Source,Target,Year
Massachusetts Institute Of Technology,Rockefeller University,2013
Mercer University,University System Of Georgia,2013
Mercer University,University System Of Georgia,2013
Nazareth College Of Rochester,Rochester Institute Of Technology,2013
Nazareth College Of Rochester,Syracuse University,2013
Nazareth College Of Rochester,University Of Rochester,2013
Syracuse University,University Of Rochester,2013
Nazareth College Of Rochester,Rochester Institute Of Technology,2013
New School,Wesleyan University,2013
New School,Rockefeller University,2013
New York University,Polytechnic Institute Of New York University,2013
New York University,Polytechnic Institute Of New York University,2013
New York University,Polytechnic Institute Of New York University,2013
Oregon Health & Science University,Oregon University System,2013
Pennsylvania State System Of Higher Education,University Of Pittsburgh,2013
Pennsylvania State System Of Higher Education,Pennsylvania State University,2013
Pennsylvania State System Of Higher Education,University Of Pennsylvania,2013
Pennsylvania State System Of Higher Education,University Of Pittsburgh,2013
Pennsylvania State University,University Of Pennsylvania,2013
Pennsylvania State University,University Of Pittsburgh,2013
University Of Pennsylvania,University Of Pittsburgh,2013
New Jersey Institute Of Technology,Princeton University,2013
Regis University,University Of Scranton,2013
Rensselaer Polytechnic Institute,St Johns University,2013
Rensselaer Polytechnic Institute,State University Of New York System,2013
St Johns University,State University Of New York System,2013
Rensselaer Polytechnic Institute,Syracuse University,2013
Rochester Institute Of Technology,University Of Rochester,2013
Rochester Institute Of Technology,University Of Rochester,2013
Dartmouth College,Rockefeller University,2013
Rockefeller University,Stanford University,2013
Rollins College,State University System Of Florida,2013
Saint Josephs University,University Of Detroit Mercy,2013
Seattle University,University Of San Francisco,2013
Seattle University,Westminster College,2013
Loyola Marymount University,Seattle University,2013
Seton Hall University,St Johns University,2013
St Catherine University,University Of St Thomas Minnesota,2013
St Edwards University,University Of Notre Dame,2013
St Johns University,University Of St Thomas Minnesota,2013
Syracuse University,Temple University,2013
Tennessee Board Of Regents,University Of Tennessee System,2013
Tennessee Board Of Regents,University Of Tennessee System,2013
Tennessee Board Of Regents,University Of Tennessee System,2013
Tennessee Board Of Regents,University Of Tennessee System,2013
Texas State University System,University Of Incarnate Word,2013
Tuskegee University,University Of Alabama System,2013
Tuskegee University,University Of South Alabama,2013
University Of Alabama System,University Of South Alabama,2013
University Of Alabama System,University Of South Alabama,2013
University Of California System,University Of Southern California,2013
University Of Denver,Washington University,2013
University Of Detroit Mercy,University Of St Thomas Minnesota,2013
Louisiana State University System,University Of Louisiana System,2013
Louisiana State University System,University Of Louisiana System,2013
Louisiana State University System,University Of Louisiana System,2013
Louisiana State University System,University Of Louisiana System,2013
Louisiana State University System,University Of Louisiana System,2013
Louisiana State University System,University Of Louisiana System,2013
Louisiana State University System,University Of Louisiana System,2013
Louisiana State University System,University Of Louisiana System,2013
Louisiana State University System,University Of Louisiana System,2013
Louisiana State University System,University Of Louisiana System,2013
University Of North Carolina System,Wake Forest University,2013
University Of Notre Dame,University Of Portland,2013
University Of Pacific,Washington University,2013
University Of Portland,University Of St Thomas Minnesota,2013
University Of Portland,Vanderbilt University,2013
University Of St Thomas Minnesota,Vanderbilt University,2013
University Of Portland,University Of San Diego,2013
University Of Rhode Island,University Of Scranton,2013
University Of Richmond,Washington University,2013
University Of San Diego,University Of St Thomas Minnesota,2013
Gonzaga University,University Of San Francisco,2013
Adelphi University,University Of Rochester,2018
Andrews University,Loma Linda University,2018
Andrews University,Loma Linda University,2018
Andrews University,Loma Linda University,2018
Andrews University,Loma Linda University,2018
Andrews University,Loma Linda University,2018
Auburn University,University Of Alabama System,2018
Auburn University,University Of South Alabama,2018
University Of Alabama System,University Of South Alabama,2018
Babson College,Rensselaer Polytechnic Institute,2018
Babson College,Rensselaer Polytechnic Institute,2018
Baylor College Of Medicine,Baylor University,2018
Baylor College Of Medicine,Rice University,2018
Baylor College Of Medicine,Baylor University,2018
Baylor College Of Medicine,Baylor University,2018
Boston College,Creighton University,2018
Boston College,Gonzaga University,2018
Boston College,Creighton University,2018
Boston College,Xavier University,2018
Creighton University,Xavier University,2018
Boston University,University Of Louisville,2018
Bradley University,Providence College,2018
Brandeis University,Pennsylvania State System Of Higher Education,2018
California State University System,University Of California System,2018
California State University System,University Of California System,2018
California State University System,University Of California System,2018
California State University System,University Of California System,2018
Carnegie Mellon University,University Of Pittsburgh,2018
Carnegie Mellon University,University Of Pittsburgh,2018
Carnegie Mellon University,University Of Pittsburgh,2018
Carnegie Mellon University,University Of Notre Dame,2018
Case Western Reserve University,Emory University,2018
Catholic University Of America,Seton Hall University,2018
Catholic University Of America,Providence College,2018
Catholic University Of America,University Of St Thomas Texas,2018
Citadel,University Of South Carolina,2018
Clark Atlanta University,Emory University,2018
College Of New Jersey,Princeton University,2018
Cornell University,University Of Southern California,2018
Cornell University,Rockefeller University,2018
